tick,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15
291,9,22,22,6,5,16,18,16,22,19,24,16,20,22,19,3
292,9,22,22,7,5,17,17,16,23,19,23,15,20,22,19,3
293,9,23,21,7,5,17,16,16,24,19,22,15,21,23,18,2
294,8,24,20,7,5,17,15,17,25,19,21,15,22,23,18,2
295,7,24,19,8,5,18,15,18,25,19,20,14,22,23,18,2
296,7,24,18,9,4,19,15,18,25,18,19,14,22,24,17,1
297,7,25,17,9,4,19,15,18,24,17,19,14,22,24,17,1
298,7,25,16,9,4,19,14,19,23,16,19,13,23,24,17,1
299,6,25,15,10,3,20,14,19,22,15,19,13,24,23,16,2
300,6,24,14,10,3,20,14,19,22,14,19,13,25,22,15,3
301,6,23,13,10,3,20,13,20,22,14,18,12,25,21,15,3
302,6,22,13,11,2,21,12,20,21,14,18,12,25,20,15,3
303,5,22,13,11,2,22,11,20,20,13,18,12,24,20,14,4
304,4,22,12,11,2,22,11,21,19,12,17,11,23,20,14,5
305,4,21,11,12,2,22,11,22,18,11,17,10,22,19,14,6
306,4,20,10,13,2,23,10,22,17,10,17,10,21,18,13,7
307,3,19,10,14,1,23,10,22,16,9,16,10,20,17,13,8
308,3,19,10,15,1,23,10,23,15,8,15,9,19,16,13,9
309,3,19,9,16,1,24,9,23,14,8,14,9,18,16,12,10
310,2,18,8,17,1,24,8,23,13,8,13,9,18,16,12,11
311,2,18,8,18,1,24,8,24,12,7,12,8,18,15,12,12
312,2,18,8,18,2,25,8,24,11,7,12,8,17,14,11,13
313,1,18,7,18,3,25,7,24,11,7,12,8,17,13,11,13
314,1,18,6,19,3,25,6,25,11,6,11,7,17,12,11,13
315,1,17,6,19,3,24,5,25,10,6,11,6,16,11,10,14
316,2,17,6,19,4,24,5,25,10,6,11,6,16,10,9,15
317,3,17,5,20,5,24,5,24,10,5,11,6,16,9,8,15
318,4,16,5,20,5,23,4,23,9,4,11,5,15,9,8,15
319,5,15,5,20,5,23,4,22,8,4,10,5,15,9,8,16
320,6,14,4,20,6,23,4,21,7,4,9,5,15,9,7,17
321,6,13,4,20,6,22,3,20,6,5,8,4,14,9,6,17
322,6,13,4,21,6,21,3,19,6,6,7,3,14,9,6,17
323,6,13,3,22,7,20,3,19,6,7,7,3,14,10,6,18
324,7,12,3,22,7,19,2,19,5,8,7,3,13,11,5,18
325,7,12,3,22,7,18,2,18,5,9,6,2,13,11,5,18
326,7,12,2,23,8,18,2,18,5,9,6,2,13,11,5,19
327,8,11,1,23,9,18,3,18,4,9,6,2,12,10,4,20
328,9,11,1,23,9,17,4,17,4,10,6,1,12,9,4,20
329,10,11,1,24,9,16,5,17,4,10,5,1,12,8,4,20
330,10,11,1,24,10,15,6,17,3,10,5,1,11,7,3,21
331,10,10,1,24,10,15,7,17,3,11,5,2,10,6,3,21
332,11,9,1,25,10,15,8,17,3,12,4,3,9,6,3,21
333,11,8,1,25,11,14,8,17,2,12,3,4,9,6,2,22
334,11,8,1,25,11,14,8,16,2,12,2,4,9,6,2,22
335,12,8,2,25,11,14,9,16,2,13,1,4,8,6,2,22
336,12,7,2,25,12,13,10,16,3,13,1,5,8,5,3,23
337,12,6,2,24,12,12,10,15,4,13,1,5,8,5,4,23
338,13,6,3,23,12,11,10,15,5,14,1,5,7,5,5,23
339,14,6,4,22,13,10,11,15,6,14,2,5,6,6,6,24
340,14,6,5,22,13,9,11,14,7,14,3,6,6,7,7,24
341,14,5,6,22,13,9,11,13,8,15,4,6,6,8,7,24
342,15,4,7,21,14,9,11,13,9,15,4,6,5,9,7,25
343,15,4,8,21,14,8,11,13,10,15,4,7,4,10,8,25
344,15,4,9,21,14,8,11,12,11,16,5,7,3,11,9,25
345,16,4,9,21,15,8,11,12,12,17,6,7,2,12,10,24
346,17,4,9,20,15,8,12,12,13,17,7,7,2,13,11,23
347,17,3,10,20,15,8,12,11,14,17,8,8,2,14,11,23
348,17,3,10,20,16,7,12,10,15,18,8,9,1,15,11,23
349,18,3,10,19,17,7,13,10,16,18,8,10,1,16,12,22
350,18,4,11,18,18,7,14,10,17,18,8,11,1,17,13,22
351,18,5,11,17,18,6,15,9,17,19,8,12,1,18,14,22
352,19,6,11,17,18,6,16,9,17,19,9,12,1,19,14,21
353,19,7,11,17,19,6,17,9,18,19,10,12,2,20,14,20
354,19,7,12,16,20,5,17,8,19,20,10,13,3,21,15,20
355,20,7,13,15,20,4,17,7,20,21,10,14,3,21,16,20
356,20,8,13,14,20,4,18,7,21,22,11,14,3,21,17,19
357,20,9,13,13,21,4,19,7,22,23,11,14,4,22,18,19
358,21,10,14,13,21,3,20,7,22,23,11,15,5,22,19,19
359,21,11,15,13,21,3,20,6,22,23,11,16,6,22,20,18
360,21,11,16,12,22,3,20,6,22,24,11,16,7,23,21,18
361,22,11,17,12,22,2,21,6,22,24,12,16,8,24,21,18
362,22,11,18,12,22,2,22,5,23,24,12,17,9,25,21,17
363,22,12,18,11,23,2,23,5,23,23,12,17,9,25,22,16
364,23,12,18,11,24,1,23,5,23,23,13,17,9,25,22,15
365,23,12,19,11,24,1,23,4,24,23,14,18,9,24,22,14
366,23,13,19,10,24,1,24,4,25,22,15,18,9,23,23,14
367,24,14,19,10,25,1,24,4,25,21,15,18,9,22,23,14
368,25,15,20,10,25,1,24,3,25,20,15,19,10,21,23,14
369,25,15,20,9,25,2,23,2,24,19,16,20,11,20,24,14
370,25,15,20,8,24,3,23,1,24,18,17,20,12,19,25,13
371,24,15,21,8,23,4,23,1,24,17,17,20,12,18,25,12
372,23,16,21,8,22,5,23,1,23,17,17,21,12,17,25,11
373,22,16,21,7,21,5,23,2,22,17,18,22,13,17,24,11
374,21,16,22,7,20,5,22,2,21,16,18,22,13,17,23,11
375,20,17,22,7,19,6,22,2,20,16,18,22,13,17,23,10
376,20,18,22,6,19,6,22,3,20,16,19,23,14,17,23,10
377,20,19,23,5,19,6,21,4,20,15,19,24,14,16,22,10
378,19,20,24,5,19,7,20,5,20,14,19,24,14,16,21,9
379,18,21,24,5,18,8,19,6,19,13,20,24,14,16,20,9
380,18,22,24,4,17,9,18,6,18,13,20,25,15,15,19,9
381,18,22,23,3,17,9,17,6,18,13,20,25,16,14,18,9
382,17,22,23,2,17,9,16,7,18,12,21,25,16,13,17,9
383,16,23,23,2,16,10,15,8,17,12,21,24,16,12,16,8
384,15,24,22,2,15,10,14,9,17,12,21,23,17,12,16,8
385,14,24,22,1,15,10,13,10,17,11,22,22,17,12,16,8
386,13,24,22,1,15,11,13,10,16,11,22,21,17,12,15,7
387,12,25,21,1,14,11,13,10,15,11,22,20,18,12,14,6
388,11,25,20,2,13,11,12,11,14,10,23,19,18,12,13,6
389,11,25,19,3,12,12,11,12,13,10,23,19,18,11,12,6
390,11,24,18,3,11,13,10,13,12,10,23,19,19,11,11,5
391,10,23,18,3,10,13,9,13,11,9,22,18,19,11,10,5
392,9,22,18,4,9,13,8,13,11,8,21,17,19,10,9,5
393,8,21,17,4,8,14,7,14,11,7,20,17,20,10,8,4
394,7,20,16,4,8,14,7,14,10,6,19,17,20,10,7,4
395,6,19,15,5,8,14,7,14,9,5,18,16,20,9,6,4
396,5,19,14,5,7,15,6,15,9,5,17,15,21,8,5,3
397,4,19,14,5,7,15,6,15,9,5,17,15,21,8,4,3
398,4,18,14,6,7,15,6,15,8,4,17,15,21,8,4,3
399,4,17,13,6,7,16,5,16,8,4,17,14,22,8,4,2
400,3,16,13,6,6,17,4,16,8,4,17,13,22,8,4,2
401,3,15,13,7,5,18,4,16,7,3,16,13,22,7,4,2
402,3,14,12,8,4,19,4,17,6,3,15,13,23,7,4,1
403,3,13,12,9,4,19,3,17,5,3,14,12,23,7,4,1
